Unnamed: 0,Car Name,Price,Depreciation,Reg Date,Mileage,Road Tax,Dereg Value,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,COE,Car Make,Car Model Name,COE End Date (raw),COE End Date,Price_num,Depreciation_num,Mileage_num,Road Tax_num,OMV_num,ARF_num,Engine Cap_num,Power_num,No. of Owners_num,COE_num,Cluster
73,Toyota Corolla Altis 1.6A (COE till 01/2031),"$59,888 ","$5,990 /yr",,"78,478 km (8k /yr)",$742 /yr,,"1,598 cc","1,195 kg",2011.0,Auto,"$15,510 ","$15,510 ",90.0 kW (120 bhp),1,"$38,137 ",Toyota,Corolla Altis 1.6A,,2031-01-01,59888.0,5990.0,784788.0,742.0,15510.0,15510.0,1598,90.012,1.0,38137.0,0.0
74,Hyundai Elantra 1.6A (New 5-yr COE),"$36,800 ","$7,360 /yr",,N.A.,$738 /yr,N.A.,"1,591 cc","1,267 kg",2011.0,Auto,"$10,885 ","$10,885 ",95.6 kW (128 bhp),2,N.A.,Hyundai,Elantra 1.6A,,,36800.0,7360.0,,738.0,10885.0,10885.0,1591,95.6128,2.0,,
75,Honda City 1.5A SV,"$77,588 ",,,"29,000 km (14.3k /yr)",$684 /yr,,"1,497 cc","1,096 kg",2018.0,Auto,"$17,833 ","$17,833 ",88.0 kW (118 bhp),1,"$25,556 ",Honda,City 1.5A SV,,,77588.0,,2900014.3,684.0,17833.0,17833.0,1497,88.0118,1.0,25556.0,1.0
76,Kia Cerato 1.6A EX,"$76,888 ",,,"28,000 km (19k /yr)",$738 /yr,,"1,591 cc","1,287 kg",2019.0,Auto,"$14,547 ","$14,547 ",93.8 kW (125 bhp),1,"$36,704 ",Kia,Cerato 1.6A EX,,,76888.0,,2800019.0,738.0,14547.0,14547.0,1591,93.8125,1.0,36704.0,1.0
77,Honda Civic 2.0M Si (COE till 05/2028),"$68,000 ","$9,340 /yr",,N.A.,"$1,573 /yr",,"1,998 cc","1,282 kg",2008.0,Manual,"$22,145 ","$22,145 ",114.0 kW (152 bhp),5,"$38,712 ",Honda,Civic 2.0M Si,,2028-05-01,68000.0,9340.0,,1573.0,22145.0,22145.0,1998,114.0152,5.0,38712.0,
78,Kia Cerato K3 1.6A,"$58,800 ",,,"59,475 km (16.9k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2017.0,Auto,"$11,832 ","$11,832 ",95.3 kW (127 bhp),1,"$42,801 ",Kia,Cerato K3 1.6A,,,58800.0,,5947516.9,738.0,11832.0,11832.0,1591,95.3127,1.0,42801.0,0.0
79,Kia Cerato Forte 1.6A EX (New 5-yr COE),"$33,800 ","$6,760 /yr",,"106,800 km (10.6k /yr)",$738 /yr,N.A.,"1,591 cc","1,261 kg",2010.0,Auto,"$10,932 ","$10,932 ",91.2 kW (122 bhp),2,N.A.,Kia,Cerato Forte 1.6A EX,,,33800.0,6760.0,10680010.6,738.0,10932.0,10932.0,1591,91.2122,2.0,,2.0
80,Honda Civic 1.5A VTEC Turbo Sunroof,"$109,888 ",,,"10,494 km (8.7k /yr)",$684 /yr,,"1,498 cc","1,310 kg",2019.0,Auto,"$26,472 ","$29,061 ",127.0 kW (170 bhp),1,"$40,009 ",Honda,Civic 1.5A VTEC Turbo Sunroof,,,109888.0,,104948.7,684.0,26472.0,29061.0,1498,127.017,1.0,40009.0,1.0
81,Kia Cerato K3 1.6A (OPC),"$55,000 ",,,"11,000 km (3.5k /yr)",$238 /yr,,"1,591 cc","1,295 kg",2017.0,Auto,"$11,854 ","$11,854 ",95.3 kW (127 bhp),1,"$29,791 ",Kia,Cerato K3 1.6A (OPC),,,55000.0,,110003.5,238.0,11854.0,11854.0,1591,95.3127,1.0,29791.0,0.0
82,Toyota Vios 1.5A E (COE till 01/2026),"$31,800 ","$6,420 /yr",,N.A.,$684 /yr,,"1,497 cc","1,095 kg",2010.0,Auto,"$12,116 ","$12,116 ",80.0 kW (107 bhp),1,"$19,069 ",Toyota,Vios 1.5A E,,2026-01-01,31800.0,6420.0,,684.0,12116.0,12116.0,1497,80.0107,1.0,19069.0,
83,Toyota Corolla Altis 1.6A (COE till 01/2026),"$33,800 ","$6,830 /yr",,N.A.,$742 /yr,,"1,598 cc","1,195 kg",2010.0,Auto,"$16,286 ","$16,286 ",90.0 kW (120 bhp),2,"$19,069 ",Toyota,Corolla Altis 1.6A,,2026-01-01,33800.0,6830.0,,742.0,16286.0,16286.0,1598,90.012,2.0,19069.0,
84,Toyota Corolla Altis 1.6A Elegance,"$64,888 ",,,"89,866 km (21.9k /yr)",$742 /yr,,"1,598 cc","1,215 kg",2016.0,Auto,"$19,990 ","$19,990 ",90.0 kW (120 bhp),1,"$48,000 ",Toyota,Corolla Altis 1.6A Elegance,,,64888.0,,8986621.9,742.0,19990.0,19990.0,1598,90.012,1.0,48000.0,0.0
85,Honda Civic 1.6A VTi,"$89,988 ",,,"21,000 km (14.6k /yr)",$742 /yr,,"1,597 cc","1,237 kg",2019.0,Auto,"$20,084 ","$20,118 ",92.0 kW (123 bhp),1,"$26,667 ",Honda,Civic 1.6A VTi,,,89988.0,,2100014.6,742.0,20084.0,20118.0,1597,92.0123,1.0,26667.0,1.0
86,Mitsubishi Attrage 1.2A,"$56,800 ",,,"30,600 km (13.7k /yr)",$506 /yr,,"1,193 cc",940 kg,2018.0,Auto,"$13,332 ","$5,000 ",59.0 kW (79 bhp),1,"$33,798 ",Mitsubishi,Attrage 1.2A,,,56800.0,,3060013.7,506.0,13332.0,5000.0,1193,59.079,1.0,33798.0,0.0
87,Honda Grace Hybrid 1.5A DX,"$58,800 ",,,"117,000 km (31.8k /yr)",$682 /yr,,"1,496 cc","1,170 kg",2017.0,Auto,"$21,714 ","$5,000 ",101.0 kW (135 bhp),1,"$53,001 ",Honda,Grace Hybrid 1.5A DX,,,58800.0,,11700031.8,682.0,21714.0,5000.0,1496,101.0135,1.0,53001.0,0.0
88,Mazda 3 1.5A Deluxe,"$54,800 ",,,N.A.,$682 /yr,,"1,496 cc","1,321 kg",2015.0,Auto,"$15,781 ","$10,781 ",88.0 kW (118 bhp),1,"$46,009 ",Mazda,3 1.5A Deluxe,,,54800.0,,,682.0,15781.0,10781.0,1496,88.0118,1.0,46009.0,
89,Nissan Sylphy 1.6A,"$51,800 ",,,"86,000 km (17.7k /yr)",$742 /yr,,"1,598 cc","1,205 kg",2016.0,Auto,"$16,807 ","$16,807 ",85.0 kW (113 bhp),1,"$45,504 ",Nissan,Sylphy 1.6A,,,51800.0,,8600017.7,742.0,16807.0,16807.0,1598,85.0113,1.0,45504.0,0.0
90,Hyundai Elantra 1.6A Elite,"$50,800 ",,,"72,848 km (14.7k /yr)",$738 /yr,,"1,591 cc","1,292 kg",2015.0,Auto,"$15,245 ","$15,245 ",97.0 kW (130 bhp),1,"$43,000 ",Hyundai,Elantra 1.6A Elite,,,50800.0,,7284814.7,738.0,15245.0,15245.0,1591,97.013,1.0,43000.0,0.0
91,Toyota Vios 1.5A E (COE till 09/2023),"$17,555 ","$6,670 /yr",,N.A.,$889 /yr,,"1,497 cc","1,095 kg",2008.0,Auto,"$11,834 ","$11,834 ",80.0 kW (107 bhp),5,"$16,170 ",Toyota,Vios 1.5A E,,2023-09-01,17555.0,6670.0,,889.0,11834.0,11834.0,1497,80.0107,5.0,16170.0,
92,Toyota Corolla Altis 1.6A (New 5-yr COE),"$38,800 ","$7,760 /yr",,"111,000 km (11.1k /yr)",$742 /yr,N.A.,"1,598 cc","1,195 kg",2011.0,Auto,"$15,510 ","$15,510 ",90.0 kW (120 bhp),2,N.A.,Toyota,Corolla Altis 1.6A,,,38800.0,7760.0,11100011.1,742.0,15510.0,15510.0,1598,90.012,2.0,,2.0
93,Toyota Corolla Altis 1.6A (COE till 01/2026),"$33,800 ","$6,850 /yr",,N.A.,$742 /yr,,"1,598 cc","1,195 kg",2010.0,Auto,"$16,680 ","$16,680 ",80.0 kW (107 bhp),2,"$19,069 ",Toyota,Corolla Altis 1.6A,,2026-01-01,33800.0,6850.0,,742.0,16680.0,16680.0,1598,80.0107,2.0,19069.0,
94,Mitsubishi Lancer 1.6A GLX (COE till 03/2029),"$43,800 ","$5,410 /yr",,"97,100 km (8.2k /yr)",$881 /yr,,"1,584 cc","1,162 kg",2009.0,Auto,"$14,693 ","$14,693 ",79.0 kW (105 bhp),2,"$25,525 ",Mitsubishi,Lancer 1.6A GLX,,2029-03-01,43800.0,5410.0,971008.2,881.0,14693.0,14693.0,1584,79.0105,2.0,25525.0,0.0
95,Toyota Corolla Altis 1.6A (COE till 04/2023),"$16,300 ","$7,490 /yr",,"122,000 km (9.5k /yr)",$965 /yr,,"1,598 cc","1,195 kg",2008.0,Auto,"$16,994 ","$16,994 ",80.0 kW (107 bhp),3,"$19,328 ",Toyota,Corolla Altis 1.6A,,2023-04-01,16300.0,7490.0,1220009.5,965.0,16994.0,16994.0,1598,80.0107,3.0,19328.0,0.0
96,Toyota Corolla Altis 1.6A Elegance,"$60,500 ",,,"90,120 km (19.1k /yr)",$742 /yr,,"1,598 cc","1,205 kg",2015.0,Auto,"$19,589 ","$19,589 ",90.0 kW (120 bhp),2,"$47,889 ",Toyota,Corolla Altis 1.6A Elegance,,,60500.0,,9012019.1,742.0,19589.0,19589.0,1598,90.012,2.0,47889.0,0.0
97,Volkswagen Jetta GP 1.4A TSI,"$55,800 ",,,"83,000 km (17.7k /yr)",$620 /yr,,"1,390 cc","1,417 kg",2016.0,Auto,"$16,699 ","$16,699 ",90.0 kW (120 bhp),1,"$47,020 ",Volkswagen,Jetta GP 1.4A TSI,,,55800.0,,8300017.7,620.0,16699.0,16699.0,1390,90.012,1.0,47020.0,0.0
98,Hyundai Elantra 1.6A GLS S (OPC),"$54,288 ",,,"6,468 km (2.4k /yr)",$238 /yr,,"1,591 cc","1,345 kg",2018.0,Auto,"$11,605 ","$11,605 ",93.8 kW (125 bhp),1,"$21,510 ",Hyundai,Elantra 1.6A GLS S (OPC),,,54288.0,,64682.4,238.0,11605.0,11605.0,1591,93.8125,1.0,21510.0,0.0
99,Toyota Corolla Altis 1.6A (New 5-yr COE),"$36,800 ","$7,360 /yr",,"109,000 km (11.5k /yr)",$742 /yr,N.A.,"1,598 cc","1,195 kg",2011.0,Auto,"$14,797 ","$14,797 ",90.0 kW (120 bhp),2,N.A.,Toyota,Corolla Altis 1.6A,,,36800.0,7360.0,10900011.5,742.0,14797.0,14797.0,1598,90.012,2.0,,2.0
100,Toyota Vios 1.5A E (COE till 04/2023),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,497 cc","1,095 kg",2008.0,Auto,"$12,498 ","$12,498 ",80.0 kW (107 bhp),3,"$19,328 ",Toyota,Vios 1.5A E,,2023-04-01,,,,889.0,12498.0,12498.0,1497,80.0107,3.0,19328.0,
101,Toyota Corolla Altis 1.6A Elegance,"$58,800 ",,,"82,000 km (17.5k /yr)",$742 /yr,,"1,598 cc","1,215 kg",2016.0,Auto,"$19,990 ","$19,990 ",90.0 kW (120 bhp),1,"$47,020 ",Toyota,Corolla Altis 1.6A Elegance,,,58800.0,,8200017.5,742.0,19990.0,19990.0,1598,90.012,1.0,47020.0,0.0
102,Honda Civic 1.6A VTi,"$74,800 ",,,"60,000 km (16.1k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2017.0,Auto,"$20,480 ","$20,672 ",92.0 kW (123 bhp),1,"$52,000 ",Honda,Civic 1.6A VTi,,,74800.0,,6000016.1,742.0,20480.0,20672.0,1597,92.0123,1.0,52000.0,1.0
103,Toyota Corolla Altis 1.6A Elegance,"$65,900 ",,,"65,400 km (15.6k /yr)",$742 /yr,,"1,598 cc","1,215 kg",2016.0,Auto,"$19,990 ","$19,990 ",90.0 kW (120 bhp),1,"$52,668 ",Toyota,Corolla Altis 1.6A Elegance,,,65900.0,,6540015.6,742.0,19990.0,19990.0,1598,90.012,1.0,52668.0,0.0
104,Subaru Impreza 4D 1.5R (COE till 07/2025),"$25,800 ","$5,780 /yr",,N.A.,$752 /yr,,"1,498 cc","1,325 kg",2009.0,Auto,"$15,434 ","$15,434 ",79.0 kW (105 bhp),4,"$16,438 ",Subaru,Impreza 4D 1.5R,,2025-07-01,25800.0,5780.0,,752.0,15434.0,15434.0,1498,79.0105,4.0,16438.0,
105,Hyundai Avante 1.6A S (New 5-yr COE),"$30,800 ","$6,160 /yr",,N.A.,$738 /yr,N.A.,"1,591 cc","1,264 kg",2010.0,Auto,"$10,533 ","$10,533 ",89.7 kW (120 bhp),3,N.A.,Hyundai,Avante 1.6A S,,,30800.0,6160.0,,738.0,10533.0,10533.0,1591,89.712,3.0,,
106,Toyota Vios 1.5A E (New 5-yr COE),"$35,998 ","$7,200 /yr",,"105,882 km (11.2k /yr)",$684 /yr,N.A.,"1,497 cc","1,095 kg",2011.0,Auto,"$11,356 ","$11,356 ",80.0 kW (107 bhp),2,N.A.,Toyota,Vios 1.5A E,,,35998.0,7200.0,10588211.2,684.0,11356.0,11356.0,1497,80.0107,2.0,,2.0
107,Toyota Corolla Axio 1.5A X (COE till 06/2024),"$23,800 ","$7,050 /yr",,"136,000 km (11.7k /yr)",$818 /yr,,"1,496 cc","1,130 kg",2009.0,Auto,"$16,103 ","$16,103 ",81.0 kW (108 bhp),3,"$14,920 ",Toyota,Corolla Axio 1.5A X,,2024-06-01,23800.0,7050.0,13600011.7,818.0,16103.0,16103.0,1496,81.0108,3.0,14920.0,2.0
108,Toyota Corolla Altis 1.6A (New 10-yr COE),"$54,800 ","$5,480 /yr",,"92,020 km (9.1k /yr)",$742 /yr,N.A.,"1,598 cc","1,195 kg",2010.0,Auto,"$16,286 ","$16,286 ",90.0 kW (120 bhp),3,N.A.,Toyota,Corolla Altis 1.6A,,2035-12-31,54800.0,5480.0,920209.1,742.0,16286.0,16286.0,1598,90.012,3.0,,0.0
109,Kia Cerato 1.6A EX,"$75,800 ",,,"51,000 km (29.1k /yr)",$738 /yr,,"1,591 cc","1,287 kg",2018.0,Auto,"$13,691 ","$13,691 ",93.8 kW (125 bhp),1,"$26,659 ",Kia,Cerato 1.6A EX,,,75800.0,,5100029.1,738.0,13691.0,13691.0,1591,93.8125,1.0,26659.0,1.0
110,Kia Cerato K3 1.6A SX Sunroof,"$61,000 ",,,"56,481 km (15.6k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2017.0,Auto,"$15,971 ","$15,971 ",95.3 kW (127 bhp),1,"$46,489 ",Kia,Cerato K3 1.6A SX Sunroof,,,61000.0,,5648115.6,738.0,15971.0,15971.0,1591,95.3127,1.0,46489.0,0.0
111,Honda Civic 1.6A VTi,"$98,800 ",,,"5,900 km",$742 /yr,,"1,597 cc","1,237 kg",2020.0,Auto,"$20,009 ","$20,013 ",92.0 kW (123 bhp),1,"$33,520 ",Honda,Civic 1.6A VTi,,,98800.0,,5900.0,742.0,20009.0,20013.0,1597,92.0123,1.0,33520.0,1.0
112,Toyota Corolla Altis 1.6A Elegance,"$82,500 ",,,"21,998 km (10.6k /yr)",$742 /yr,,"1,598 cc","1,230 kg",2018.0,Auto,"$21,858 ","$22,602 ",96.0 kW (128 bhp),1,"$25,000 ",Toyota,Corolla Altis 1.6A Elegance,,,82500.0,,2199810.6,742.0,21858.0,22602.0,1598,96.0128,1.0,25000.0,1.0
113,Kia Cerato K3 1.6A SX Sunroof,"$50,800 ",,,"80,000 km (15.2k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2015.0,Auto,"$17,960 ","$17,960 ",95.3 kW (127 bhp),1,"$57,089 ",Kia,Cerato K3 1.6A SX Sunroof,,,50800.0,,8000015.2,738.0,17960.0,17960.0,1591,95.3127,1.0,57089.0,0.0
114,Toyota Vios 1.5A E (New 5-yr COE),"$31,800 ","$6,360 /yr",,N.A.,$684 /yr,N.A.,"1,497 cc","1,095 kg",2011.0,Auto,"$11,356 ","$11,356 ",80.0 kW (107 bhp),2,N.A.,Toyota,Vios 1.5A E,,,31800.0,6360.0,,684.0,11356.0,11356.0,1497,80.0107,2.0,,
115,Mitsubishi Lancer EX 1.5A GLX (COE till 09/2023),"$18,888 ","$7,170 /yr",,"150,000 km (12.1k /yr)",$889 /yr,,"1,499 cc","1,313 kg",2008.0,Auto,"$15,023 ","$12,123 ",80.0 kW (107 bhp),2,"$16,170 ",Mitsubishi,Lancer EX 1.5A GLX,,2023-09-01,18888.0,7170.0,15000012.1,889.0,15023.0,12123.0,1499,80.0107,2.0,16170.0,2.0
116,Nissan Sylphy 1.6A Premium,"$50,800 ",,,"75,000 km (15.5k /yr)",$742 /yr,,"1,598 cc","1,205 kg",2015.0,Auto,"$16,283 ","$16,283 ",85.0 kW (113 bhp),2,"$45,000 ",Nissan,Sylphy 1.6A Premium,,,50800.0,,7500015.5,742.0,16283.0,16283.0,1598,85.0113,2.0,45000.0,0.0
117,Perodua Bezza 1.3A Premium X,"$55,800 ",,,"4,062 km (2.2k /yr)",$584 /yr,,"1,329 cc",915 kg,2019.0,Auto,"$12,386 ","$5,000 ",70.0 kW (93 bhp),1,"$26,309 ",Perodua,Bezza 1.3A Premium X,,,55800.0,,40622.2,584.0,12386.0,5000.0,1329,70.093,1.0,26309.0,0.0
118,Honda Civic 1.6A VTi,"$66,800 ",,,"75,101 km (16.9k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2016.0,Auto,"$19,641 ","$19,641 ",92.0 kW (123 bhp),1,"$55,200 ",Honda,Civic 1.6A VTi,,,66800.0,,7510116.9,742.0,19641.0,19641.0,1597,92.0123,1.0,55200.0,0.0
119,Toyota Corolla Altis 1.6A Elegance,"$62,777 ",,,"59,000 km (12.8k /yr)",$742 /yr,,"1,598 cc","1,215 kg",2016.0,Auto,"$19,990 ","$19,990 ",90.0 kW (120 bhp),1,"$55,200 ",Toyota,Corolla Altis 1.6A Elegance,,,62777.0,,5900012.8,742.0,19990.0,19990.0,1598,90.012,1.0,55200.0,0.0
120,Toyota Corolla Altis 1.6A (COE till 07/2023),"$17,800 ","$7,300 /yr",,N.A.,$965 /yr,,"1,598 cc","1,195 kg",2008.0,Auto,"$16,777 ","$16,777 ",80.0 kW (107 bhp),3,"$18,583 ",Toyota,Corolla Altis 1.6A,,2023-07-01,17800.0,7300.0,,965.0,16777.0,16777.0,1598,80.0107,3.0,18583.0,
121,Nissan Sunny 1.6M EX (COE till 08/2023),"$17,800 ","$6,940 /yr",,N.A.,$965 /yr,,"1,597 cc","1,085 kg",2007.0,Manual,"$11,649 ","$11,649 ",81.0 kW (108 bhp),1,"$17,099 ",Nissan,Sunny 1.6M EX,,2023-08-01,17800.0,6940.0,,965.0,11649.0,11649.0,1597,81.0108,1.0,17099.0,
122,Hyundai Elantra 1.6A GLS S,"$65,800 ",,,"55,238 km (22.3k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2018.0,Auto,"$11,819 ","$11,819 ",93.8 kW (125 bhp),1,"$33,798 ",Hyundai,Elantra 1.6A GLS S,,,65800.0,,5523822.3,738.0,11819.0,11819.0,1591,93.8125,1.0,33798.0,0.0
123,Toyota Corolla Altis 1.6A,"$48,800 ",,,"63,000 km (10.8k /yr)",$742 /yr,,"1,598 cc","1,205 kg",2015.0,Auto,"$17,804 ","$12,804 ",90.0 kW (120 bhp),1,"$57,199 ",Toyota,Corolla Altis 1.6A,,,48800.0,,6300010.8,742.0,17804.0,12804.0,1598,90.012,1.0,57199.0,0.0
124,Hyundai Elantra 1.6A GLS S (OPC),"$58,800 ",,,"15,541 km (7k /yr)",$238 /yr,,"1,591 cc","1,345 kg",2018.0,Auto,"$12,628 ","$12,628 ",93.8 kW (125 bhp),1,"$11,199 ",Hyundai,Elantra 1.6A GLS S (OPC),,,58800.0,,155417.0,238.0,12628.0,12628.0,1591,93.8125,1.0,11199.0,0.0
125,Toyota Vios 1.5A E,"$85,777 ",,,"5,000 km",$682 /yr,,"1,496 cc","1,085 kg",2019.0,Auto,"$13,870 ","$13,870 ",79.0 kW (105 bhp),1,"$35,710 ",Toyota,Vios 1.5A E,,,85777.0,,5000.0,682.0,13870.0,13870.0,1496,79.0105,1.0,35710.0,1.0
126,Toyota Corolla Altis 1.6A (COE till 10/2030),"$56,800 ","$5,830 /yr",,"165,311 km (16.4k /yr)",$742 /yr,,"1,598 cc","1,195 kg",2011.0,Auto,"$15,510 ","$15,510 ",90.0 kW (120 bhp),2,"$35,200 ",Toyota,Corolla Altis 1.6A,,2030-10-01,56800.0,5830.0,16531116.4,742.0,15510.0,15510.0,1598,90.012,2.0,35200.0,2.0
127,Hyundai Elantra 1.6A GLS S,"$56,300 ",,,"81,350 km (21.2k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2016.0,Auto,"$13,673 ","$13,673 ",93.8 kW (125 bhp),1,"$51,765 ",Hyundai,Elantra 1.6A GLS S,,,56300.0,,8135021.2,738.0,13673.0,13673.0,1591,93.8125,1.0,51765.0,0.0
128,Toyota Corolla Altis 1.6A,"$23,800 ",,,"140,000 km (16.5k /yr)",$742 /yr,,"1,598 cc","1,195 kg",2012.0,Auto,"$14,885 ","$14,885 ",90.0 kW (120 bhp),5,"$59,004 ",Toyota,Corolla Altis 1.6A,,,23800.0,,14000016.5,742.0,14885.0,14885.0,1598,90.012,5.0,59004.0,2.0
129,Honda Civic 1.6A VTi,"$68,800 ",,,"49,000 km (11.5k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2016.0,Auto,"$19,491 ","$19,491 ",92.0 kW (123 bhp),1,"$51,506 ",Honda,Civic 1.6A VTi,,,68800.0,,4900011.5,742.0,19491.0,19491.0,1597,92.0123,1.0,51506.0,0.0
130,Kia Cerato Forte 1.6A SX (COE till 01/2026),"$36,800 ","$7,400 /yr",,"103,000 km (10.3k /yr)",$738 /yr,,"1,591 cc","1,261 kg",2010.0,Auto,"$14,093 ","$14,093 ",91.1 kW (122 bhp),2,"$19,069 ",Kia,Cerato Forte 1.6A SX,,2026-01-01,36800.0,7400.0,10300010.3,738.0,14093.0,14093.0,1591,91.1122,2.0,19069.0,2.0
131,Toyota Vios 1.5A E (COE till 07/2027),"$36,800 ","$5,730 /yr",,N.A.,$958 /yr,,"1,497 cc","1,095 kg",2007.0,Auto,"$12,607 ","$11,678 ",80.0 kW (107 bhp),3,"$48,200 ",Toyota,Vios 1.5A E,,2027-07-01,36800.0,5730.0,,958.0,12607.0,11678.0,1497,80.0107,3.0,48200.0,
132,Nissan Sylphy 1.6A,"$36,500 ",,,N.A.,$742 /yr,,"1,598 cc","1,205 kg",2014.0,Auto,"$15,065 ","$10,065 ",85.0 kW (113 bhp),2,"$61,899 ",Nissan,Sylphy 1.6A,,,36500.0,,,742.0,15065.0,10065.0,1598,85.0113,2.0,61899.0,
133,Honda Civic 1.6A VTi,"$79,777 ",,,"27,000 km (8.7k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2017.0,Auto,"$19,536 ","$19,536 ",92.0 kW (123 bhp),1,"$42,902 ",Honda,Civic 1.6A VTi,,,79777.0,,270008.7,742.0,19536.0,19536.0,1597,92.0123,1.0,42902.0,1.0
134,Volkswagen Jetta 1.4A TSI,"$28,800 ",,,N.A.,$620 /yr,,"1,390 cc","1,417 kg",2012.0,Auto,"$21,152 ","$21,152 ",90.0 kW (120 bhp),2,"$68,656 ",Volkswagen,Jetta 1.4A TSI,,,28800.0,,,620.0,21152.0,21152.0,1390,90.012,2.0,68656.0,
135,Hyundai Elantra 1.6A GLS,"$59,800 ",,,"49,885 km (15.1k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2017.0,Auto,"$12,032 ","$12,032 ",93.8 kW (125 bhp),1,"$42,902 ",Hyundai,Elantra 1.6A GLS,,,59800.0,,4988515.1,738.0,12032.0,12032.0,1591,93.8125,1.0,42902.0,0.0
136,Toyota Vios 1.5M E (COE till 05/2022),"$10,800 ","$8,460 /yr",,"119,087 km (8.7k /yr)",$958 /yr,,"1,497 cc","1,075 kg",2007.0,Manual,"$12,247 ","$13,472 ",80.0 kW (107 bhp),4,"$25,333 ",Toyota,Vios 1.5M E,,2022-05-01,10800.0,8460.0,1190878.7,958.0,12247.0,13472.0,1497,80.0107,4.0,25333.0,0.0
137,Kia Cerato 1.6A EX,"$83,888 ",,,"12,900 km (12.1k /yr)",$738 /yr,,"1,591 cc","1,287 kg",2019.0,Auto,"$14,486 ","$14,486 ",93.8 kW (125 bhp),1,"$32,889 ",Kia,Cerato 1.6A EX,,,83888.0,,1290012.1,738.0,14486.0,14486.0,1591,93.8125,1.0,32889.0,1.0
138,Toyota Corolla Altis 1.6A (COE till 03/2030),"$51,000 ","$5,600 /yr",,"112,000 km (10.3k /yr)",$816 /yr,,"1,598 cc","1,195 kg",2010.0,Auto,"$16,716 ","$16,716 ",80.0 kW (107 bhp),3,"$33,207 ",Toyota,Corolla Altis 1.6A,,2030-03-01,51000.0,5600.0,11200010.3,816.0,16716.0,16716.0,1598,80.0107,3.0,33207.0,2.0
139,Hyundai Accent 1.4A,"$64,800 ",,,"18,000 km (11.5k /yr)",$608 /yr,,"1,368 cc","1,115 kg",2019.0,Auto,"$9,061 ","$9,061 ",73.6 kW (98 bhp),1,"$28,589 ",Hyundai,Accent 1.4A,,,64800.0,,1800011.5,608.0,9061.0,9061.0,1368,73.698,1.0,28589.0,0.0
140,Toyota Allion 1.5A (COE till 02/2029),"$55,800 ","$6,920 /yr",,N.A.,$818 /yr,,"1,496 cc","1,200 kg",2008.0,Auto,"$16,691 ","$4,917 ",81.0 kW (108 bhp),2,"$25,727 ",Toyota,Allion 1.5A,,2029-02-01,55800.0,6920.0,,818.0,16691.0,4917.0,1496,81.0108,2.0,25727.0,
141,Toyota Corolla Axio 1.5A X (COE till 08/2023),"$18,800 ","$7,460 /yr",,N.A.,$887 /yr,,"1,496 cc","1,130 kg",2008.0,Auto,"$12,339 ","$12,339 ",81.0 kW (108 bhp),4,"$17,099 ",Toyota,Corolla Axio 1.5A X,,2023-08-01,18800.0,7460.0,,887.0,12339.0,12339.0,1496,81.0108,4.0,17099.0,
142,Toyota Corolla Altis 1.6A (COE till 03/2024),"$24,800 ","$7,870 /yr",,N.A.,$890 /yr,,"1,598 cc","1,195 kg",2009.0,Auto,"$16,990 ","$16,990 ",80.0 kW (107 bhp),4,"$12,763 ",Toyota,Corolla Altis 1.6A,,2024-03-01,24800.0,7870.0,,890.0,16990.0,16990.0,1598,80.0107,4.0,12763.0,
143,Toyota Vios 1.5A E (COE till 12/2024),"$26,800 ","$6,860 /yr",,"121,112 km (10.9k /yr)",$821 /yr,,"1,497 cc","1,095 kg",2009.0,Auto,"$12,717 ","$12,717 ",80.0 kW (107 bhp),3,"$15,988 ",Toyota,Vios 1.5A E,,2024-12-01,26800.0,6860.0,12111210.9,821.0,12717.0,12717.0,1497,80.0107,3.0,15988.0,2.0
144,Toyota Corolla Altis 1.6A,"$20,900 ",,,"110,000 km (12.2k /yr)",$742 /yr,,"1,598 cc","1,195 kg",2012.0,Auto,"$14,432 ","$14,432 ",90.0 kW (120 bhp),2,"$54,887 ",Toyota,Corolla Altis 1.6A,,,20900.0,,11000012.2,742.0,14432.0,14432.0,1598,90.012,2.0,54887.0,2.0
145,Mazda 3 1.5A Deluxe,"$52,888 ",,,"52,000 km (9.8k /yr)",$682 /yr,,"1,496 cc","1,321 kg",2015.0,Auto,"$17,996 ","$12,996 ",88.0 kW (118 bhp),1,"$57,498 ",Mazda,3 1.5A Deluxe,,,52888.0,,520009.8,682.0,17996.0,12996.0,1496,88.0118,1.0,57498.0,0.0
