Unnamed: 0,Car Name,Price,Depreciation,Reg Date,Mileage,Road Tax,Dereg Value,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,COE,Car Make,Car Model Name,COE End Date (raw),COE End Date,Price_num,Depreciation_num,Mileage_num,Road Tax_num,OMV_num,ARF_num,Engine Cap_num,Power_num,No. of Owners_num,COE_num,Cluster
403,Hyundai Avante 1.6A (COE till 03/2024),"$18,888 ","$5,990 /yr",,N.A.,$886 /yr,,"1,591 cc","1,264 kg",2009.0,Auto,"$10,321 ","$10,321 ",89.7 kW (120 bhp),3,"$12,763 ",Hyundai,Avante 1.6A,,2024-03-01,18888.0,5990.0,,886.0,10321.0,10321.0,1591,89.712,3.0,12763.0,
404,Skoda Octavia 2.0A TSI RS,"$112,588 ",,,"28,000 km (17.2k /yr)","$1,194 /yr",,"1,984 cc","1,577 kg",2018.0,Auto,"$26,501 ","$29,102 ",180.0 kW (241 bhp),1,"$35,906 ",Skoda,Octavia 2.0A TSI RS,,,112588.0,,2800017.2,1194.0,26501.0,29102.0,1984,180.0241,1.0,35906.0,1.0
405,Honda City 1.5A SV,"$69,800 ",,,"29,937 km (11.7k /yr)",$684 /yr,,"1,497 cc","1,096 kg",2018.0,Auto,"$17,094 ","$17,094 ",88.0 kW (118 bhp),1,"$25,000 ",Honda,City 1.5A SV,,,69800.0,,2993711.7,684.0,17094.0,17094.0,1497,88.0118,1.0,25000.0,1.0
406,Toyota Corolla Altis 1.6A (COE till 01/2026),"$35,800 ","$7,200 /yr",,"103,000 km (10.3k /yr)",$742 /yr,,"1,598 cc","1,195 kg",2011.0,Auto,"$15,510 ","$15,510 ",90.0 kW (120 bhp),2,"$19,069 ",Toyota,Corolla Altis 1.6A,,2026-01-01,35800.0,7200.0,10300010.3,742.0,15510.0,15510.0,1598,90.012,2.0,19069.0,2.0
407,Honda Civic 1.6A VTi-S (New 10-yr COE),"$68,800 ","$6,880 /yr",,"154,000 km (17.9k /yr)",$742 /yr,N.A.,"1,598 cc","1,225 kg",2011.0,Auto,"$21,827 ","$21,827 ",92.0 kW (123 bhp),2,N.A.,Honda,Civic 1.6A VTi-S,,2035-12-31,68800.0,6880.0,15400017.9,742.0,21827.0,21827.0,1598,92.0123,2.0,,2.0
408,Skoda Octavia 2.0A TSI RS,"$113,800 ",,,"7,600 km (5.8k /yr)","$1,194 /yr",,"1,984 cc","1,577 kg",2018.0,Auto,"$26,501 ","$29,102 ",180.0 kW (241 bhp),1,"$41,361 ",Skoda,Octavia 2.0A TSI RS,,,113800.0,,76005.8,1194.0,26501.0,29102.0,1984,180.0241,1.0,41361.0,1.0
409,Kia Cerato K3 1.6A,"$59,800 ",,,"83,477 km (23.8k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2017.0,Auto,"$11,743 ","$11,743 ",95.3 kW (127 bhp),2,"$42,801 ",Kia,Cerato K3 1.6A,,,59800.0,,8347723.8,738.0,11743.0,11743.0,1591,95.3127,2.0,42801.0,0.0
410,Honda Civic 1.8A VTi-S (COE till 04/2024),"$27,000 ","$8,350 /yr",,"130,000 km (11.1k /yr)","$1,174 /yr",,"1,799 cc","1,219 kg",2009.0,Auto,"$27,417 ","$27,417 ",103.0 kW (138 bhp),3,"$17,706 ",Honda,Civic 1.8A VTi-S,,2024-04-01,27000.0,8350.0,13000011.1,1174.0,27417.0,27417.0,1799,103.0138,3.0,17706.0,2.0
411,Toyota Corolla Altis 1.6A (COE till 06/2023),"$15,900 ","$6,770 /yr",,"155,000 km (12.2k /yr)",$965 /yr,,"1,598 cc","1,195 kg",2008.0,Auto,"$16,777 ","$16,777 ",80.0 kW (107 bhp),3,"$19,107 ",Toyota,Corolla Altis 1.6A,,2023-06-01,15900.0,6770.0,15500012.2,965.0,16777.0,16777.0,1598,80.0107,3.0,19107.0,2.0
412,Mazda 3 1.5A,"$59,500 ",,,"76,477 km (20.4k /yr)",$682 /yr,,"1,496 cc","1,310 kg",2017.0,Auto,"$16,256 ","$11,256 ",88.0 kW (118 bhp),1,"$51,106 ",Mazda,3 1.5A,,,59500.0,,7647720.4,682.0,16256.0,11256.0,1496,88.0118,1.0,51106.0,0.0
413,Kia Cerato K3 1.6A EX,"$53,800 ",,,"38,000 km (8.1k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2016.0,Auto,"$14,001 ","$14,001 ",95.3 kW (127 bhp),1,"$47,889 ",Kia,Cerato K3 1.6A EX,,,53800.0,,380008.1,738.0,14001.0,14001.0,1591,95.3127,1.0,47889.0,0.0
414,Honda Civic 1.6A VTi,"$66,800 ",,,"60,000 km (13.7k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2016.0,Auto,"$19,491 ","$19,491 ",92.0 kW (123 bhp),1,"$52,301 ",Honda,Civic 1.6A VTi,,,66800.0,,6000013.7,742.0,19491.0,19491.0,1597,92.0123,1.0,52301.0,0.0
415,Toyota Corolla Altis 1.6A Elegance,"$64,800 ",,,"93,200 km (23.1k /yr)",$742 /yr,,"1,598 cc","1,215 kg",2016.0,Auto,"$19,990 ","$19,990 ",90.0 kW (120 bhp),1,"$50,889 ",Toyota,Corolla Altis 1.6A Elegance,,,64800.0,,9320023.1,742.0,19990.0,19990.0,1598,90.012,1.0,50889.0,0.0
416,Honda Civic 1.5A VTEC Turbo Sunroof,"$85,800 ",,,"97,545 km (26.1k /yr)",$684 /yr,,"1,498 cc","1,324 kg",2017.0,Auto,"$27,106 ","$24,949 ",127.0 kW (170 bhp),1,"$54,405 ",Honda,Civic 1.5A VTEC Turbo Sunroof,,,85800.0,,9754526.1,684.0,27106.0,24949.0,1498,127.017,1.0,54405.0,1.0
417,Renault Fluence Diesel 1.5A dCi Privilege,"$36,800 ",,,"229,000 km (38.3k /yr)","$1,048 /yr",,"1,461 cc","1,314 kg",2014.0,Auto,"$18,190 ","$5,000 ",81.0 kW (108 bhp),3,"$62,002 ",Renault,Fluence Diesel 1.5A dCi Privilege,,,36800.0,,22900038.3,1048.0,18190.0,5000.0,1461,81.0108,3.0,62002.0,2.0
418,Toyota Corolla Altis 1.6A,"$17,800 ",,,N.A.,$742 /yr,,"1,598 cc","1,195 kg",2011.0,Auto,"$14,797 ","$14,797 ",90.0 kW (120 bhp),2,"$55,989 ",Toyota,Corolla Altis 1.6A,,,17800.0,,,742.0,14797.0,14797.0,1598,90.012,2.0,55989.0,
419,Honda City 1.5A LX VTEC (New 5-yr COE),"$32,800 ","$6,560 /yr",,"169,000 km (16.7k /yr)",$752 /yr,N.A.,"1,497 cc","1,150 kg",2009.0,Auto,"$17,504 ","$17,504 ",88.0 kW (118 bhp),3,N.A.,Honda,City 1.5A LX VTEC,,,32800.0,6560.0,16900016.7,752.0,17504.0,17504.0,1497,88.0118,3.0,,2.0
420,Toyota Corolla Altis 1.6A (COE till 06/2026),"$29,800 ","$5,520 /yr",,"175,586 km (12k /yr)","$1,113 /yr",,"1,598 cc","1,115 kg",2006.0,Auto,"$15,950 ","$17,545 ",81.0 kW (108 bhp),2,"$46,454 ",Toyota,Corolla Altis 1.6A,,2026-06-01,29800.0,5520.0,17558612.0,1113.0,15950.0,17545.0,1598,81.0108,2.0,46454.0,2.0
421,Volkswagen Jetta GP 1.4A TSI Highline,"$44,600 ",,,"75,000 km (13.2k /yr)",$620 /yr,,"1,390 cc","1,417 kg",2014.0,Auto,"$19,614 ","$9,614 ",90.0 kW (120 bhp),2,"$66,590 ",Volkswagen,Jetta GP 1.4A TSI Highline,,,44600.0,,7500013.2,620.0,19614.0,9614.0,1390,90.012,2.0,66590.0,0.0
422,Hyundai Elantra 1.6A GLS,"$63,800 ",,,"39,458 km (11.9k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2017.0,Auto,"$12,482 ","$12,482 ",93.8 kW (125 bhp),1,"$42,902 ",Hyundai,Elantra 1.6A GLS,,,63800.0,,3945811.9,738.0,12482.0,12482.0,1591,93.8125,1.0,42902.0,0.0
423,Mazda 3 1.5A Deluxe,"$57,800 ",,,"73,000 km (16.7k /yr)",$682 /yr,,"1,496 cc","1,321 kg",2016.0,Auto,"$19,544 ","$14,544 ",88.0 kW (118 bhp),1,"$50,000 ",Mazda,3 1.5A Deluxe,,,57800.0,,7300016.7,682.0,19544.0,14544.0,1496,88.0118,1.0,50000.0,0.0
424,Toyota Corolla Altis 1.6A (New 5-yr COE),"$37,998 ","$7,600 /yr",,"149,856 km (14.9k /yr)",$742 /yr,N.A.,"1,598 cc","1,195 kg",2010.0,Auto,"$16,286 ","$16,286 ",90.0 kW (120 bhp),2,N.A.,Toyota,Corolla Altis 1.6A,,,37998.0,7600.0,14985614.9,742.0,16286.0,16286.0,1598,90.012,2.0,,2.0
425,Hyundai Avante 1.6A S (New 5-yr COE),"$30,800 ","$6,160 /yr",,"130,000 km (13.2k /yr)",$738 /yr,N.A.,"1,591 cc","1,264 kg",2010.0,Auto,"$10,492 ","$10,492 ",89.7 kW (120 bhp),2,N.A.,Hyundai,Avante 1.6A S,,,30800.0,6160.0,13000013.2,738.0,10492.0,10492.0,1591,89.712,2.0,,2.0
426,Toyota Vios 1.5A E,"$13,800 ",N.A.,,"133,000 km (13.6k /yr)",$684 /yr,,"1,497 cc","1,095 kg",2011.0,Auto,"$11,539 ","$11,539 ",80.0 kW (107 bhp),2,"$43,813 ",Toyota,Vios 1.5A E,,,13800.0,,13300013.6,684.0,11539.0,11539.0,1497,80.0107,2.0,43813.0,2.0
427,Hyundai Elantra 1.6A GLS Elite,"$54,800 ",,,"108,344 km (24.1k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2016.0,Auto,"$17,432 ","$17,432 ",93.8 kW (125 bhp),1,"$52,503 ",Hyundai,Elantra 1.6A GLS Elite,,,54800.0,,10834424.1,738.0,17432.0,17432.0,1591,93.8125,1.0,52503.0,0.0
428,Toyota Vios 1.5A E,"$73,500 ",,,"28,131 km (22.8k /yr)",$682 /yr,,"1,496 cc","1,085 kg",2019.0,Auto,"$13,787 ","$13,787 ",79.0 kW (105 bhp),1,"$32,309 ",Toyota,Vios 1.5A E,,,73500.0,,2813122.8,682.0,13787.0,13787.0,1496,79.0105,1.0,32309.0,1.0
429,Volkswagen Jetta Sport 1.4A TSI,"$31,800 ",,,N.A.,$620 /yr,,"1,390 cc","1,417 kg",2012.0,Auto,"$24,606 ","$24,606 ",118.0 kW (158 bhp),1,"$59,421 ",Volkswagen,Jetta Sport 1.4A TSI,,,31800.0,,,620.0,24606.0,24606.0,1390,118.0158,1.0,59421.0,
430,Chevrolet Cruze 1.6A (COE till 04/2029),"$50,000 ","$6,070 /yr",,N.A.,$890 /yr,,"1,598 cc","1,388 kg",2009.0,Auto,"$12,688 ","$12,688 ",80.0 kW (107 bhp),6,"$26,175 ",Chevrolet,Cruze 1.6A,,2029-04-01,50000.0,6070.0,,890.0,12688.0,12688.0,1598,80.0107,6.0,26175.0,
431,Honda Civic 1.6A VTi,"$74,800 ",,,"53,136 km (16.8k /yr)",$742 /yr,,"1,597 cc","1,249 kg",2017.0,Auto,"$19,726 ","$19,726 ",92.0 kW (123 bhp),1,"$42,902 ",Honda,Civic 1.6A VTi,,,74800.0,,5313616.8,742.0,19726.0,19726.0,1597,92.0123,1.0,42902.0,1.0
432,Honda Civic 1.6A VTi (OPC),"$69,800 ",,,"6,604 km (2.8k /yr)",$242 /yr,,"1,597 cc","1,249 kg",2018.0,Auto,"$20,645 ","$20,903 ",92.0 kW (123 bhp),1,"$15,699 ",Honda,Civic 1.6A VTi (OPC),,,69800.0,,66042.8,242.0,20645.0,20903.0,1597,92.0123,1.0,15699.0,1.0
433,Chevrolet Cruze 1.6A SS (New 5-yr COE),"$33,800 ","$6,760 /yr",,"78,370 km (8.4k /yr)",$742 /yr,N.A.,"1,598 cc","1,388 kg",2011.0,Auto,"$13,301 ","$13,301 ",91.0 kW (122 bhp),2,N.A.,Chevrolet,Cruze 1.6A SS,,,33800.0,6760.0,783708.4,742.0,13301.0,13301.0,1598,91.0122,2.0,,0.0
434,Toyota Corolla Altis 1.6A Elegance (COE till 09/2025),"$35,800 ","$7,700 /yr",,"102,000 km (10.3k /yr)",$742 /yr,,"1,598 cc","1,195 kg",2011.0,Auto,"$15,510 ","$15,510 ",90.0 kW (120 bhp),2,"$16,570 ",Toyota,Corolla Altis 1.6A Elegance,,2025-09-01,35800.0,7700.0,10200010.3,742.0,15510.0,15510.0,1598,90.012,2.0,16570.0,2.0
435,Kia Cerato Forte 1.6A SX (COE till 08/2024),"$25,800 ","$7,340 /yr",,"131,577 km (11.4k /yr)",$886 /yr,,"1,591 cc","1,251 kg",2009.0,Auto,"$14,124 ","$14,124 ",92.7 kW (124 bhp),2,"$14,664 ",Kia,Cerato Forte 1.6A SX,,2024-08-01,25800.0,7340.0,13157711.4,886.0,14124.0,14124.0,1591,92.7124,2.0,14664.0,2.0
436,Kia Cerato Forte 1.6M SX (COE till 04/2025),"$27,800 ","$6,600 /yr",,"150,767 km (14k /yr)",$812 /yr,,"1,591 cc","1,227 kg",2009.0,Manual,"$12,897 ","$12,897 ",92.7 kW (124 bhp),4,"$16,438 ",Kia,Cerato Forte 1.6M SX,,2025-04-01,27800.0,6600.0,15076714.0,812.0,12897.0,12897.0,1591,92.7124,4.0,16438.0,2.0
437,Mitsubishi Lancer 1.6M GLX (COE till 10/2027),"$38,888 ","$5,820 /yr",,"155,000 km (11.6k /yr)","$1,028 /yr",,"1,584 cc","1,162 kg",2007.0,Manual,"$11,583 ","$12,741 ",79.0 kW (105 bhp),3,"$42,564 ",Mitsubishi,Lancer 1.6M GLX,,2027-10-01,38888.0,5820.0,15500011.6,1028.0,11583.0,12741.0,1584,79.0105,3.0,42564.0,2.0
438,Hyundai Avante 1.6A S (COE till 08/2022),"$10,800 ","$7,120 /yr",,N.A.,"$1,033 /yr",,"1,591 cc","1,264 kg",2007.0,Auto,"$14,482 ","$15,931 ",89.7 kW (120 bhp),2,"$22,700 ",Hyundai,Avante 1.6A S,,2022-08-01,10800.0,7120.0,,1033.0,14482.0,15931.0,1591,89.712,2.0,22700.0,
439,Mitsubishi Lancer EX 1.6A,"$47,800 ",,,"98,000 km (19.2k /yr)",$738 /yr,,"1,590 cc","1,289 kg",2015.0,Auto,"$11,923 ","$11,923 ",86.0 kW (115 bhp),2,"$56,001 ",Mitsubishi,Lancer EX 1.6A,,,47800.0,,9800019.2,738.0,11923.0,11923.0,1590,86.0115,2.0,56001.0,0.0
440,Hyundai Elantra 1.6A GLS S,"$67,777 ",,,"24,852 km (11.2k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2018.0,Auto,"$12,628 ","$12,628 ",93.8 kW (125 bhp),1,"$28,199 ",Hyundai,Elantra 1.6A GLS S,,,67777.0,,2485211.2,738.0,12628.0,12628.0,1591,93.8125,1.0,28199.0,1.0
441,Hyundai Avante 1.6A GLS,"$78,800 ",,,"1,000 km",$738 /yr,,"1,591 cc","1,345 kg",2019.0,Auto,"$13,151 ","$13,151 ",93.8 kW (125 bhp),1,"$31,210 ",Hyundai,Avante 1.6A GLS,,,78800.0,,1000.0,738.0,13151.0,13151.0,1591,93.8125,1.0,31210.0,1.0
442,Mazda 3 1.5A Sunroof,"$65,800 ",,,"70,000 km (24.1k /yr)",$682 /yr,,"1,496 cc","1,310 kg",2017.0,Auto,"$14,299 ","$14,299 ",88.0 kW (118 bhp),2,"$36,001 ",Mazda,3 1.5A Sunroof,,,65800.0,,7000024.1,682.0,14299.0,14299.0,1496,88.0118,2.0,36001.0,0.0
443,Kia Cerato K3 1.6A SX Sunroof,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2017.0,Auto,"$15,562 ","$15,562 ",95.3 kW (127 bhp),1,"$46,791 ",Kia,Cerato K3 1.6A SX Sunroof,,,,,,738.0,15562.0,15562.0,1591,95.3127,1.0,46791.0,
444,Mitsubishi Attrage 1.2A Sports (OPC),"$49,988 ",,,"4,935 km (4.5k /yr)",$70 /yr,,"1,193 cc",940 kg,2019.0,Auto,"$13,810 ","$5,000 ",59.0 kW (79 bhp),1,"$16,009 ",Mitsubishi,Attrage 1.2A Sports (OPC),,,49988.0,,49354.5,70.0,13810.0,5000.0,1193,59.079,1.0,16009.0,0.0
445,Hyundai Avante 1.6A GLS Elite,"$77,800 ",,,"52,000 km (27.6k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2019.0,Auto,"$17,813 ","$17,813 ",93.8 kW (125 bhp),1,"$26,301 ",Hyundai,Avante 1.6A GLS Elite,,,77800.0,,5200027.6,738.0,17813.0,17813.0,1591,93.8125,1.0,26301.0,1.0
446,Honda Civic 1.6A VTi (COE till 11/2022),N.A,N.A,,N.A.,"$1,036 /yr",N.A.,"1,595 cc","1,220 kg",2007.0,Auto,"$17,779 ","$19,557 ",92.0 kW (123 bhp),4,"$20,997 ",Honda,Civic 1.6A VTi,,2022-11-01,,,,1036.0,17779.0,19557.0,1595,92.0123,4.0,20997.0,
447,Toyota Vios 1.5A J Sports (COE till 03/2023),"$17,888 ","$8,550 /yr",,"135,000 km (10.5k /yr)",$889 /yr,,"1,497 cc","1,095 kg",2008.0,Auto,"$12,074 ","$13,282 ",80.0 kW (107 bhp),5,"$19,637 ",Toyota,Vios 1.5A J Sports,,2023-03-01,17888.0,8550.0,13500010.5,889.0,12074.0,13282.0,1497,80.0107,5.0,19637.0,2.0
448,Mazda 3 1.5A,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2015.0,Auto,"$15,836 ","$10,836 ",88.0 kW (118 bhp),2,"$45,504 ",Mazda,3 1.5A,,,,,,682.0,15836.0,10836.0,1496,88.0118,2.0,45504.0,
449,Toyota Corolla Altis 1.6A Classic,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015.0,Auto,"$17,804 ","$17,804 ",90.0 kW (120 bhp),1,"$46,651 ",Toyota,Corolla Altis 1.6A Classic,,,,,,742.0,17804.0,17804.0,1598,90.012,1.0,46651.0,
450,Nissan Sylphy 1.6A Premium,"$68,000 ",,,"8,081 km (3.3k /yr)",$742 /yr,,"1,598 cc","1,205 kg",2018.0,Auto,"$16,419 ","$16,419 ",85.0 kW (113 bhp),1,"$33,798 ",Nissan,Sylphy 1.6A Premium,,,68000.0,,80813.3,742.0,16419.0,16419.0,1598,85.0113,1.0,33798.0,1.0
451,Toyota Vios 1.5A E (COE till 11/2022),"$12,500 ","$7,060 /yr",,"187,000 km (14.1k /yr)",$958 /yr,,"1,497 cc","1,095 kg",2007.0,Auto,"$12,466 ","$13,713 ",80.0 kW (107 bhp),2,"$20,997 ",Toyota,Vios 1.5A E,,2022-11-01,12500.0,7060.0,18700014.1,958.0,12466.0,13713.0,1497,80.0107,2.0,20997.0,2.0
452,Subaru Impreza 4D 2.0A R-S (COE till 01/2024),"$20,999 ","$7,030 /yr",,"153,000 km (12.9k /yr)","$1,447 /yr",,"1,994 cc","1,360 kg",2009.0,Auto,"$17,669 ","$17,669 ",110.0 kW (147 bhp),3,"$15,668 ",Subaru,Impreza 4D 2.0A R-S,,2024-01-01,20999.0,7030.0,15300012.9,1447.0,17669.0,17669.0,1994,110.0147,3.0,15668.0,2.0
453,Honda Civic 1.6A VTi-S,"$58,800 ",,,"79,830 km (15.4k /yr)",$742 /yr,,"1,598 cc","1,225 kg",2015.0,Auto,"$21,683 ","$22,357 ",92.0 kW (123 bhp),1,"$59,200 ",Honda,Civic 1.6A VTi-S,,,58800.0,,7983015.4,742.0,21683.0,22357.0,1598,92.0123,1.0,59200.0,0.0
454,Toyota Corolla Altis 1.6A Elegance,"$67,888 ",,,"63,500 km (16.6k /yr)",$742 /yr,,"1,598 cc","1,215 kg",2016.0,Auto,"$19,990 ","$19,990 ",90.0 kW (120 bhp),1,"$51,765 ",Toyota,Corolla Altis 1.6A Elegance,,,67888.0,,6350016.6,742.0,19990.0,19990.0,1598,90.012,1.0,51765.0,0.0
455,Toyota Corolla Altis 1.6A Classic,"$54,900 ",,,N.A.,$742 /yr,,"1,598 cc","1,205 kg",2015.0,Auto,"$17,452 ","$17,452 ",90.0 kW (120 bhp),3,"$43,000 ",Toyota,Corolla Altis 1.6A Classic,,,54900.0,,,742.0,17452.0,17452.0,1598,90.012,3.0,43000.0,
456,Kia Cerato 1.6A LX,"$65,800 ",,,"41,674 km (17.1k /yr)",$738 /yr,,"1,591 cc","1,287 kg",2018.0,Auto,"$11,081 ","$11,081 ",93.8 kW (125 bhp),1,"$31,997 ",Kia,Cerato 1.6A LX,,,65800.0,,4167417.1,738.0,11081.0,11081.0,1591,93.8125,1.0,31997.0,0.0
457,Hyundai Elantra 1.6A GLS Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2018.0,Auto,"$13,775 ","$13,775 ",93.8 kW (125 bhp),1,"$31,997 ",Hyundai,Elantra 1.6A GLS Elite,,,,,,738.0,13775.0,13775.0,1591,93.8125,1.0,31997.0,
458,Subaru Impreza 1.6M (COE till 02/2028),N.A,N.A,,N.A.,$965 /yr,N.A.,"1,597 cc","1,260 kg",2007.0,Manual,"$10,146 ","$11,161 ",70.0 kW (93 bhp),4,"$42,122 ",Subaru,Impreza 1.6M,,2028-02-01,,,,965.0,10146.0,11161.0,1597,70.093,4.0,42122.0,
459,Hyundai Avante 1.6A (OPC) (COE till 12/2025),"$31,800 ","$6,510 /yr",,N.A.,$312 /yr,,"1,591 cc","1,264 kg",2010.0,Auto,"$10,764 ","$10,764 ",89.7 kW (120 bhp),3,"$18,652 ",Hyundai,Avante 1.6A,,2025-12-01,31800.0,6510.0,,312.0,10764.0,10764.0,1591,89.712,3.0,18652.0,
460,Mazda 3 1.5A Deluxe,"$43,800 ",,,"81,000 km (14.2k /yr)",$682 /yr,,"1,496 cc","1,321 kg",2015.0,Auto,"$17,431 ","$7,431 ",88.0 kW (118 bhp),2,"$61,410 ",Mazda,3 1.5A Deluxe,,,43800.0,,8100014.2,682.0,17431.0,7431.0,1496,88.0118,2.0,61410.0,0.0
461,Honda City 1.5A SV,"$64,800 ",,,"52,214 km (17.2k /yr)",$684 /yr,,"1,497 cc","1,096 kg",2017.0,Auto,"$17,515 ","$17,515 ",88.0 kW (118 bhp),2,"$41,761 ",Honda,City 1.5A SV,,,64800.0,,5221417.2,684.0,17515.0,17515.0,1497,88.0118,2.0,41761.0,0.0
462,Honda Civic 1.6A VTi,"$86,800 ",,,"44,350 km (28.3k /yr)",$742 /yr,,"1,597 cc","1,237 kg",2019.0,Auto,"$20,084 ","$20,118 ",92.0 kW (123 bhp),1,"$30,009 ",Honda,Civic 1.6A VTi,,,86800.0,,4435028.3,742.0,20084.0,20118.0,1597,92.0123,1.0,30009.0,1.0
463,Toyota Allion 1.5A (COE till 08/2024),"$25,800 ","$7,290 /yr",,"151,174 km (13.2k /yr)",$818 /yr,,"1,496 cc","1,200 kg",2008.0,Auto,"$20,404 ","$20,404 ",81.0 kW (108 bhp),3,"$14,664 ",Toyota,Allion 1.5A,,2024-08-01,25800.0,7290.0,15117413.2,818.0,20404.0,20404.0,1496,81.0108,3.0,14664.0,2.0
464,Kia Cerato 1.6A EX,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,287 kg",2018.0,Auto,"$14,599 ","$14,599 ",93.8 kW (125 bhp),1,"$26,659 ",Kia,Cerato 1.6A EX,,,,,,738.0,14599.0,14599.0,1591,93.8125,1.0,26659.0,
465,Hyundai Avante 1.6A GLS,"$71,800 ",,,"23,404 km (13.4k /yr)",$738 /yr,,"1,591 cc","1,345 kg",2019.0,Auto,"$12,587 ","$12,587 ",93.8 kW (125 bhp),1,"$33,199 ",Hyundai,Avante 1.6A GLS,,,71800.0,,2340413.4,738.0,12587.0,12587.0,1591,93.8125,1.0,33199.0,1.0
466,Honda City 1.5A VTEC (COE till 04/2024),N.A,N.A,,N.A.,$821 /yr,N.A.,"1,497 cc","1,150 kg",2008.0,Auto,"$19,338 ","$15,163 ",88.0 kW (118 bhp),5,"$13,088 ",Honda,City 1.5A VTEC,,2024-04-01,,,,821.0,19338.0,15163.0,1497,88.0118,5.0,13088.0,
467,Mitsubishi Attrage 1.2A,"$44,888 ",,,"52,000 km (14.8k /yr)",$506 /yr,,"1,193 cc",940 kg,2016.0,Auto,"$13,892 ","$5,000 ",57.0 kW (76 bhp),2,"$49,430 ",Mitsubishi,Attrage 1.2A,,,44888.0,,5200014.8,506.0,13892.0,5000.0,1193,57.076,2.0,49430.0,0.0
468,Mazda 2 1.5A Deluxe,"$54,800 ",,,"78,000 km (19.2k /yr)",$682 /yr,,"1,496 cc","1,079 kg",2016.0,Auto,"$17,576 ","$12,576 ",85.0 kW (113 bhp),1,"$50,389 ",Mazda,2 1.5A Deluxe,,,54800.0,,7800019.2,682.0,17576.0,12576.0,1496,85.0113,1.0,50389.0,0.0
469,Toyota Vios 1.5A G,"$73,800 ",,,"14,000 km (8.2k /yr)",$682 /yr,,"1,496 cc","1,100 kg",2019.0,Auto,"$15,573 ","$15,573 ",79.0 kW (105 bhp),1,"$33,199 ",Toyota,Vios 1.5A G,,,73800.0,,140008.2,682.0,15573.0,15573.0,1496,79.0105,1.0,33199.0,1.0
470,Toyota Corolla Altis 1.6A Elegance,"$67,800 ",,,"40,000 km (10.4k /yr)",$742 /yr,,"1,598 cc","1,215 kg",2016.0,Auto,"$19,990 ","$19,990 ",90.0 kW (120 bhp),1,"$50,606 ",Toyota,Corolla Altis 1.6A Elegance,,,67800.0,,4000010.4,742.0,19990.0,19990.0,1598,90.012,1.0,50606.0,0.0
471,Toyota Allion 1.5A (COE till 09/2028),"$41,800 ","$5,460 /yr",,N.A.,$887 /yr,,"1,496 cc","1,200 kg",2008.0,Auto,"$15,629 ","$15,629 ",81.0 kW (108 bhp),4,"$32,339 ",Toyota,Allion 1.5A,,2028-09-01,41800.0,5460.0,,887.0,15629.0,15629.0,1496,81.0108,4.0,32339.0,
472,Mazda 3 1.6A (New 5-yr COE),"$35,800 ","$7,160 /yr",,"89,000 km (9k /yr)",$742 /yr,N.A.,"1,598 cc","1,275 kg",2010.0,Auto,"$20,340 ","$20,340 ",77.0 kW (103 bhp),1,N.A.,Mazda,3 1.6A,,,35800.0,7160.0,890009.0,742.0,20340.0,20340.0,1598,77.0103,1.0,,0.0
473,Honda City 1.5A SV,"$63,000 ",,,"47,137 km (14.6k /yr)",$684 /yr,,"1,497 cc","1,096 kg",2017.0,Auto,"$17,701 ","$12,701 ",88.0 kW (118 bhp),1,"$46,778 ",Honda,City 1.5A SV,,,63000.0,,4713714.6,684.0,17701.0,12701.0,1497,88.0118,1.0,46778.0,0.0
474,Toyota Corolla Altis 1.6A Standard,"$79,998 ",,,"53,500 km (24.1k /yr)",$742 /yr,,"1,598 cc","1,230 kg",2018.0,Auto,"$19,741 ","$19,741 ",96.0 kW (128 bhp),1,"$28,199 ",Toyota,Corolla Altis 1.6A Standard,,,79998.0,,5350024.1,742.0,19741.0,19741.0,1598,96.0128,1.0,28199.0,1.0
475,Mitsubishi Lancer EX 1.6A,"$47,800 ",,,"51,718 km (10.2k /yr)",$738 /yr,,"1,590 cc","1,289 kg",2015.0,Auto,"$11,936 ","$11,936 ",86.0 kW (115 bhp),1,"$56,001 ",Mitsubishi,Lancer EX 1.6A,,,47800.0,,5171810.2,738.0,11936.0,11936.0,1590,86.0115,1.0,56001.0,0.0
476,Mazda 3 1.5A Sunroof,"$56,800 ",,,"62,000 km (14.9k /yr)",$682 /yr,,"1,496 cc","1,310 kg",2016.0,Auto,"$16,814 ","$11,814 ",88.0 kW (118 bhp),3,"$51,507 ",Mazda,3 1.5A Sunroof,,,56800.0,,6200014.9,682.0,16814.0,11814.0,1496,88.0118,3.0,51507.0,0.0
